status,adult_mass_g,neonate_mass_g,brain_mass_g,adult_body_length_mm,dphy_plant,dphy_vertebrate,dphy_invertebrate,trophic_level,det_diet_breadth_n,habitat_breadth_n,activity_cycle,fossoriality,hibernation_torpor,max_longevity_d,litter_size_n,litters_per_year_y,interbirth_interval_d,gestation_length_d,weaning_age_d,female_maturity_d,age_first_reproduction_d,generation_length_d,density_n_km2,altitude_breadth,dispersal_km
1.0,232.6,16.00895,3.296710496,209.10513,100.0,0.0,0.0,1,2,1,2,1,0,394.6136667,2.810691667,1.79594,126.4614475,92.05425924,36.310748,273.1584913,354.0693341,916.0365719,1633.591669,797.535,0.47527088
1.0,316.0,27.59053,3.910345963,218.996097,100.0,0.0,0.0,1,2,1,2,1,0,626.8388334,2.52031,1.85441,127.4864751,98.47217376,36.39268308,280.1866779,363.2975353,911.748147,1362.509365,488.65,0.56251455
1.0,114.5,12.886645,2.904530832,189.72262,100.0,0.0,0.0,1,2,2,2,1,0,946.0587084,2.842515,1.99789,107.515784,98.14417326,36.66469368,240.7961555,328.0332737,795.7037124,1556.018272,1383.741,0.321846568
2.0,9000.0,680.0,29.87,721.03,100.0,0.0,0.0,1,3,1,1,1,0,6132.0,1.01,1.5,190.8692675,116.0,78.0,335.48,451.6,2097.4631,28.0,1649.517,3.549271693
3.0,9000.0,681.2,32.35373511,795.0,100.0,0.0,0.0,2,3,2,1,1,0,6898.5,1.0,1.5,190.8692675,115.37186,75.67538,342.289,457.66086,2094.341438,31.82531842,2000.0,3.549271693
5.0,15750.0,275.0,98.03668,1058.87,0.0,100.0,0.0,3,1,3,2,1,0,5876.5,4.3,1.05,364.750171,61.5,57.33,365.0,435.43,2041.808633,0.316678202,5300.0,25.09463193
1.0,164.2793,12.58624667,3.123674727,201.43253,100.0,0.0,0.0,1,1,1,1,1,0,973.6496666,2.326331667,1.903819969,119.4703131,101.1747497,33.72637643,260.4474524,336.9044292,917.4865,1428.472332,0.0,0.392533231
1.0,514.8,35.3098175,4.869449329,318.508675,100.0,0.0,0.0,1,1,2,1,1,0,1465.11,2.066612917,1.87897,132.0148727,103.6164943,39.85274266,290.8127353,363.3033472,1092.325731,711.2220786,1281.796333,0.735710681
2.0,251.975,147.609129,11.97994219,191.09,0.0,0.0,100.0,3,1,1,1,2,0,839.5,1.0,1.098462536,355.9655779,215.74456,152.18,601.1544745,758.1486509,2365.350077,77.0,1500.0,3.308099084
2.0,598.5,48.29314475,10.86764,335.935,0.0,10.0,90.0,3,1,3,3,1,0,5548.0,2.0,2.0,364.750171,56.00224,60.872,730.0,406.985,1930.60005,15.24082269,2022.693,5.054460332
2.0,1250.0,35.9,11.59791993,379.43,100.0,0.0,0.0,1,1,2,1,2,0,6387.5,1.0,1.182670108,367.8841935,105.0,187.80212,656.1206789,769.0983537,2537.814012,313.3829235,1432.736333,1.198412616
5.0,4123.285,150.7250145,31.03856,649.77,20.0,50.0,30.0,2,4,2,2,1,0,1882.791667,2.15,1.75119,221.4975086,64.01014635,86.27137078,558.616505,669.0,1825.0,67.07660609,1370.0,2.310413481
2.0,807.3,18.7229955,5.329073548,304.56,100.0,0.0,0.0,1,1,2,3,1,1,2217.375,4.48,1.0,365.0,30.0,36.65,374.02162,404.02162,1057.11925,669.1,1830.0,0.942269403
2.0,918.63,19.28964733,5.96843871,318.745,100.0,0.0,0.0,1,1,2,3,1,1,2339.041667,5.48,1.0,450.6700169,30.39,34.38,568.3475,598.7375,1372.118025,969.68334,1513.676,1.011656808
2.0,1125.0,15.75,5.86436875,330.0,100.0,0.0,0.0,1,1,3,3,1,1,6570.0,4.43,1.0,820.687885,35.41506,47.22,798.64064,728.63,1567.7682,1830.0,1961.566,1.130940489
5.0,864.04,22.136532,5.714403333,335.545,100.0,0.0,0.0,1,1,1,3,1,1,3941.761837,4.5,1.0,585.7769329,30.41,46.26272,651.6597334,665.061434,1570.097145,1243.024122,1344.871,0.978136537
5.0,807.3,23.40432933,5.807816,288.47,100.0,0.0,0.0,2,1,1,3,1,1,2247.791667,4.875,1.0,476.4623259,30.0,36.65,368.231,398.231,1084.853141,3824.99,1200.0,0.942269403
1.0,73.99,4.6976145,1.729976912,290.0,55.0,0.0,45.0,2,3,1,1,1,0,964.5459583,4.001215,3.37079,45.01054585,23.48719337,26.02635788,102.325853,140.7570278,573.60448,1349.854532,2000.0,0.25313432
2.0,689.39,78.0,6.582782389,292.51,100.0,0.0,0.0,1,1,1,1,2,0,3443.75675,2.0,1.795175,160.7583605,95.19267864,55.532254,344.8652062,429.9224235,1583.091258,320.061095,1420.824,0.86389628
2.0,649.98,58.0550725,5.682108116,292.51,100.0,0.0,0.0,1,1,1,1,2,0,1417.258196,1.60452,1.81134,152.9186455,88.95615948,53.39610202,317.9587999,406.1642206,1277.062224,189.8715344,1619.133333,0.836374651
1.0,382.0,44.572755,4.883847773,250.0,100.0,0.0,0.0,1,1,1,1,2,0,1459.294333,1.71958,1.7931,144.1031627,87.40463072,50.92696638,315.9431115,396.2495885,1227.434329,228.2761983,2300.0,0.624368113
2.0,369.87,11.09056989,7.15876,234.89,20.0,0.0,80.0,3,1,1,1,2,0,3945.499133,1.01,1.586565,245.5651076,22.98813362,147.1804552,391.4650125,425.0704213,1639.722169,169.4389002,2200.0,3.992614864
2.0,400.0,6.584396468,5.021503746,263.775,20.0,0.0,80.0,2,1,1,1,2,0,3504.0,1.52,1.1,364.750171,21.1914647,134.3393991,393.6832511,411.3222591,1569.070052,163.4735252,1300.0,0.640381623
5.0,359.0,6.795703418,4.6102,273.0,20.0,0.0,80.0,2,1,1,1,2,0,3504.0,1.52,1.1,364.750171,21.2941227,132.1042307,400.1418473,418.510473,1569.072648,223.7268886,400.0,0.603403482
2.0,406.705,21.33601226,6.03988,273.0,20.0,0.0,80.0,3,1,1,1,2,0,3504.0,1.52,1.1,364.750171,24.28578294,155.3484453,592.328722,622.3548166,1960.90688,4.0,2300.0,4.182734681
5.0,63612.305,4511.17,195.6572,1750.0,100.0,0.0,0.0,1,1,3,2,1,0,9125.0,1.07,1.0,364.750171,233.0,182.92036,515.14,1095.0,3286.095,16.56,2311.633,10.40527322
5.0,72500.0,4511.17,195.6572,1750.0,100.0,0.0,0.0,1,1,2,2,1,0,9125.0,1.07,1.0,364.750171,233.0,182.92036,515.14,749.0,2605.92075,16.56,2047.546,11.18128633
2.0,118798.7175,11100.0,275.6666667,1875.0,100.0,0.0,0.0,1,1,3,2,1,0,8614.0,1.0,0.585,452.7658057,238.0,222.6348593,639.117,912.5,2190.0,0.994474854,1500.0,14.67075042
2.0,84500.0,6792.0,254.6,1500.0,100.0,0.0,0.0,1,1,2,2,1,0,8714.375,1.25,1.1,364.750171,243.0,152.0,707.0,1003.75,3053.358833,2.161787587,2000.0,12.16401803
2.0,83.8,3.657635768,1.28464,197.5,0.0,50.0,50.0,3,2,3,2,1,1,2701.0,6.25,1.0,364.750171,38.495,120.0,339.56,402.615,1070.30375,649.5341957,1398.835,1.928869855
3.0,90.0,3.569235018,1.28464,197.5,0.0,70.0,30.0,3,2,3,2,1,1,2701.0,6.25,1.0,364.750171,38.495,120.0,339.56,402.615,1070.30375,652.6294357,1417.133,1.997524829
2.0,32.17,28.72927747,0.55944,110.0,0.0,40.0,60.0,3,2,1,1,1,0,1095.0,7.32,1.0,364.750171,49.69,111.5,314.39,374.225,612.15985,518.9898491,1062.606,1.206602933
1.0,116.965,9.6951575,1.464357226,190.0,100.0,0.0,0.0,1,1,4,1,1,0,365.0,2.585,3.431085,42.9786276,34.17159383,30.218,71.81512,116.5195457,637.8480853,1230.210378,1498.75505,0.325639159
2.0,116.965,9.671369167,1.37,190.0,100.0,0.0,0.0,1,1,5,1,1,0,365.0,2.585,3.45369,42.79912555,33.81681644,30.218,71.81512,116.473087,635.4718125,1718.4,1553.0851,0.325639159
5.0,116.965,9.6062225,1.462564882,190.0,100.0,0.0,0.0,1,1,3,1,1,0,365.0,2.585,3.423325,42.69424238,34.14981317,30.218,71.81512,110.8151832,623.505175,1274.741176,1200.0,0.325639159
1.0,116.965,9.1353525,1.579455639,190.0,100.0,0.0,0.0,2,1,2,1,1,0,365.0,2.585,3.41719,43.5100636,33.99125745,30.218,71.81512,111.2635899,633.3312622,1080.269151,1254.576533,0.325639159
2.0,116.965,9.6642275,1.445838953,190.0,100.0,0.0,0.0,1,1,2,1,1,0,365.0,2.585,3.435535,42.76438934,34.31662907,30.218,71.81512,111.0170749,630.0379879,1091.773237,1280.479533,0.325639159
1.0,3412.905,2477.537646,18.25,620.0,90.0,0.0,10.0,1,2,1,2,1,0,4307.0,1.75958,1.84324,147.8078649,122.405388,140.0,360.0306801,462.053984,1809.034129,5.806666667,699.0,2.082208308
3.0,2229.56,227.0,18.69534348,620.0,90.0,0.0,10.0,1,2,1,2,1,0,5037.0,1.64,1.87,126.9130733,109.825,140.0,487.0,596.825,1790.627906,19.12367705,1443.931,1.647503726
1.0,2500.0,236.5047859,20.72,608.0725,91.0,0.0,9.0,1,2,1,2,1,0,5803.5,1.875,2.26115,131.1194089,106.39,140.0,193.0,302.195,2098.68845,17.5375,200.0,1.901556411
2.0,3500.01,243.4557529,20.65796523,620.0,90.0,0.0,10.0,1,2,1,2,1,0,6709.916665,1.599021667,1.798035,162.3155143,111.554081,140.0,338.876972,441.4011755,2009.629463,29.94938717,1003.823,2.11127095
3.0,2650.03,234.1988742,19.57520481,620.0,90.0,0.0,10.0,1,2,1,2,1,0,5060.801042,1.62152,1.844263768,150.0062695,111.2040261,140.0,352.3476921,458.2387135,1896.342787,36.44896963,30.0,1.811731353
1.0,3050.0,234.6788542,19.52617686,611.27463,91.0,0.0,9.0,1,2,1,2,1,0,5352.492008,1.826485,1.94405,142.1286394,108.5317006,131.049002,304.5825171,402.7118909,1853.366602,22.27018241,1424.138,1.898328912
1.0,2650.03,237.0551767,19.63282181,620.0,90.0,0.0,10.0,1,2,1,2,1,0,5361.378542,1.7679575,1.926155,144.2349628,109.913432,140.0,322.6556139,416.0798638,1860.466793,23.95475294,2080.0,1.811731353
2.0,2893.7475,231.8711709,20.72,608.0725,90.0,0.0,10.0,1,2,1,2,1,0,5803.5,1.875,2.22347,130.5904429,106.39,140.0,193.0,302.195,2098.68845,17.5375,896.669,1.901556411
6.0,3849.995,240.7161392,20.12356199,620.0,90.0,0.0,10.0,1,2,1,2,1,0,4781.5,1.6423,1.81459,154.0954637,111.5338639,140.0,344.7324129,453.466073,1837.311991,26.06448058,1360.602,2.224892112
2.0,2900.0,235.5859304,20.43724741,620.0,90.0,0.0,10.0,1,2,2,2,1,0,5949.5,1.5,1.848755,160.4500766,112.8172429,140.0,334.4430054,438.8547083,1967.557179,57.67494201,900.0,1.903815087
2.0,2229.56,227.0,18.34,620.0,90.0,0.0,10.0,1,2,3,2,1,0,5037.0,1.64,1.87,126.9130733,109.825,140.0,487.0,596.825,1683.36075,23.281,2400.0,1.647503726
5.0,2300.0,227.4194584,19.07264292,620.0,90.0,0.0,10.0,1,2,1,2,1,0,5000.5,1.60191,1.83725,147.2687856,110.9791182,140.0,370.264699,471.6207561,1842.373809,31.27701316,1078.619,1.675931157
1.0,4100.0,227.0,18.34,620.0,100.0,0.0,0.0,1,2,1,2,1,0,5037.0,1.64,1.87,126.9130733,109.825,140.0,487.0,596.825,1683.36075,23.281,2400.0,1.647503726
3.0,1500.0,96.20706345,10.10281324,331.592655,0.0,0.0,100.0,2,1,5,1,1,0,5061.86593,6.18,1.70021,252.5676357,124.072,72.20185927,318.5070563,391.7012834,1460.0,197.8061828,2000.0,1.324817505
2.0,9926.415,317.7509353,41.25747974,565.17,0.0,0.0,100.0,3,1,1,1,1,0,425.8333335,3.235,1.478293333,298.7899287,122.6489435,90.01170404,543.394246,664.8687952,2198.136481,223.6812718,1798.78,20.0143572
2.0,3949.01,66.165,8.816,507.895,0.0,0.0,100.0,3,1,5,1,1,0,8151.666665,4.0,1.0,338.7163467,133.0,136.981,385.35594,365.0,1825.0,0.26,2000.0,12.7406795
1.0,4444.98,154.025734,18.65310606,503.1764025,0.0,0.0,100.0,3,1,1,1,1,0,4290.403882,2.829275,1.12539,346.1266019,115.3877063,89.49855587,401.9191159,465.3032107,1892.108835,104.8589593,2500.0,13.50111275
3.0,1150.005,98.71397115,10.31953252,356.142575,0.0,0.0,100.0,3,1,3,1,1,0,4436.172716,4.0,1.5408,268.0598114,91.274,69.86863632,349.6471569,411.6475478,1604.482686,280.0,475.0,6.960753007
2.0,1500.82,95.7514758,10.08974576,305.0,0.0,0.0,100.0,2,1,3,1,1,0,6101.583335,5.995,1.72182,255.7110627,126.04612,70.53672523,273.924,399.97012,1642.388448,205.9047573,1795.789,1.325215784
1.0,1722.3,226.5683878,14.31062764,448.77189,0.0,0.0,100.0,3,1,1,1,1,0,4365.414904,2.81395,1.138218768,338.2670744,111.7227904,87.33881535,382.820094,433.5138048,1688.859094,108.4702603,1350.0,8.484117399
4.0,105.0,0.0235,1.554,170.245,0.0,70.0,30.0,3,2,2,1,1,1,2920.0,6.0,2.0,170.633128,32.745,110.0,273.96,332.695,1049.08055,501.8486214,1661.306,2.154250057
3.0,603.48,11.7208147,3.79,309.46,0.0,20.0,80.0,3,2,2,1,1,0,1669.875,6.19,1.361745,279.9744816,19.29,97.65,348.9513207,390.4389665,992.4355093,393.2529722,3600.0,5.075024798
3.0,1300.0,0.0105,5.17,499.45,0.0,40.0,60.0,3,2,2,1,1,0,2278.208333,5.735,1.0,364.750171,16.83,156.06,365.28,434.19,910.7963,2.3,1866.443,7.391721565
5.0,564.5,8.206963185,3.50168,282.08,10.0,50.0,40.0,3,3,2,2,1,0,2156.541667,6.595,1.0,364.750171,28.54837273,133.445,324.92,374.16,731.3936,16.24,1300.0,4.91166446
3.0,1782.0,30.40661205,4.71,593.645,0.0,70.0,30.0,2,2,1,1,2,0,2482.0,4.47,1.0,364.750171,21.0,135.0,365.28,395.39,917.4219,3.49,1442.923,1.456481927
3.0,885.67,9.077899,5.4908,368.135,0.0,20.0,80.0,2,2,1,1,1,0,1095.0,6.78,1.294915,282.4613283,19.12,97.65,355.0728813,384.4247879,979.9353849,392.5417569,200.0,0.991529019
5.0,982.0,0.015,5.33,391.69,0.0,30.0,70.0,2,2,4,2,1,0,2488.083333,6.0,1.0,364.750171,20.5,153.3,365.28,392.35,1010.0935,19.0,1684.061,1.049463125
5.0,2610.33,121.79,45.15,420.0,60.0,0.0,40.0,2,3,2,1,2,0,8869.5,1.0,1.0,835.6326487,167.0,197.7,882.0,1277.5,2920.0,39.79,1875.0,1.796752854
4.0,4.99,1581.527545,0.656928498,63.0,100.0,0.0,0.0,2,1,2,1,1,0,730.0,3.19,2.994105,67.85983063,36.36730862,32.71108812,143.87403,158.5629464,590.3304109,872.48,-2000.0,0.057446181
2.0,67.5,4.87227,1.166133809,185.0,76.0,1.0,23.0,2,4,2,1,1,0,1112.68425,4.042479375,3.2489,32.110111,27.35000923,21.02977262,75.0045813,104.3767098,507.0070611,573.2181916,1700.0,0.240670544
2.0,67.5,4.84392,1.183252827,185.0,76.0,1.0,23.0,2,4,1,1,1,0,1095.243333,4.090759375,3.214735,31.89348438,26.75727367,21.00413984,74.34197488,104.6049005,504.8990694,560.775005,1800.0,0.240670544
2.0,89.99,5.593225,1.485541184,188.1893175,76.0,2.0,22.0,2,4,1,1,1,0,1336.188958,3.374605,3.16694,34.27632056,29.29418744,20.94938742,89.70336376,116.4613291,564.4288009,795.3966499,500.0,0.281911442
2.0,26.4,2.79199,0.777108319,140.0,80.0,0.0,20.0,2,2,2,2,1,0,964.3239167,3.575585,3.702297,26.89047194,25.40279466,23.38750402,73.5988268,100.3903532,398.4111258,953.7594043,1354.116,0.143611105
1.0,59.99,9.56616195,2.16268438,125.0,0.0,0.0,100.0,3,1,1,3,2,0,2548.419482,2.436745833,1.952353768,171.6229785,47.97164118,45.28981164,332.8889772,367.9887746,1197.960473,558.1970872,2450.0,1.637464898
2.0,49.99,8.0,2.045137441,150.0,0.0,0.0,100.0,3,1,1,3,2,0,4380.0,2.0,3.652925,44.96919903,48.39586901,30.0,60.88,148.7162864,1239.160724,833.3006361,1500.0,1.497497457
2.0,2981.11,380.0,29.59938797,534.995,100.0,0.0,0.0,1,2,3,2,2,0,4964.0,1.755,1.149380905,365.0,229.0,152.04,365.0,739.47,2028.6186,22.67,4000.0,1.932919494
2.0,2663.335,218.0,21.17399065,570.0,100.0,0.0,0.0,1,2,2,2,2,0,3650.0,1.36,1.151642716,348.6150775,224.811,130.7339331,422.36094,675.58,1675.3724,1090.372942,3450.0,1.8167286
3.0,2430.0,380.0,28.88122597,534.995,100.0,0.0,0.0,1,2,1,2,2,0,4964.0,1.755,1.152778441,365.0,229.0,152.04,365.0,739.47,2028.6186,22.67,3070.0,1.727385683
3.0,9581.0,114.1125528,18.5,706.715,100.0,0.0,0.0,1,2,1,2,2,0,7300.0,1.0,1.1,364.8750857,32.0,600.0,727.3908116,831.5045642,3173.522153,27.38,1400.0,3.673515083
4.0,9581.0,183.0284872,33.4628,706.715,100.0,0.0,0.0,1,2,1,2,2,0,7196.583335,1.0,1.04962,391.1132726,32.0,600.0,832.2547312,907.0225872,3650.0,91.40766743,3050.0,3.673515083
5.0,7400.0,80.34227148,29.4224,537.81,100.0,0.0,0.0,1,2,1,2,2,0,9818.5,1.0,1.03,409.7193704,37.94,360.0,897.08,935.02,3650.0,74.91053654,1161.869,3.187009156
4.0,8293.4,138.0456834,31.1836,627.01,100.0,0.0,0.0,1,2,1,2,2,0,9818.5,1.0,1.03,409.7193704,32.975,509.1,654.37,687.345,3650.0,92.72914155,1300.0,3.393194873
3.0,6649.97,151.7622976,26.2,626.5602338,100.0,0.0,0.0,1,2,1,2,2,0,8796.844621,1.0,1.0,434.7022586,35.16243408,539.29,816.35,912.4097824,3512.03235,116.18,1600.0,3.005084529
5.0,7080.0,108.7984959,27.5,537.81,100.0,0.0,0.0,1,2,1,2,2,0,9818.5,1.005,1.03,409.7193704,32.975,504.55,897.08,982.135,3401.503017,94.3844093,2300.0,3.110456678
6.0,9250.0,182.9448119,33.4628,706.715,100.0,0.0,0.0,1,2,1,2,2,0,7196.583335,1.0,1.04947,391.1966005,32.0,600.0,832.9445384,904.0188959,3650.0,83.6621322,3050.0,3.603162246
5.0,9395.06,143.4907567,29.87767981,674.54,100.0,0.0,0.0,1,2,2,2,2,0,7887.604071,1.0,1.0470875,389.7218923,32.0,517.897222,817.1314519,884.4582419,3650.0,71.8118837,800.0,3.634131367
5.0,6250.0,172.5759965,33.4628,706.715,100.0,0.0,0.0,1,2,1,2,2,0,7196.583335,1.0,1.044335,397.9127154,32.0,600.0,827.6460647,895.4218383,3650.0,81.17356268,2200.0,2.9042893
6.0,7400.0,80.60038648,28.8936314,537.81,100.0,0.0,0.0,1,2,1,2,2,0,9818.5,1.0,1.03,409.7193704,37.94,360.0,897.08,935.02,3650.0,78.68813893,1020.0,3.187009156
6.0,9979.29,82.71006077,30.2512,615.55,100.0,0.0,0.0,1,2,1,2,2,0,7300.0,1.005,1.05,364.8750857,32.0,408.0,807.4248085,886.2551882,3650.0,93.70171524,800.0,3.756735936
4.0,7400.0,81.21018965,28.5,570.23,100.0,0.0,0.0,1,2,1,2,2,0,9818.5,1.0,1.03,409.7193704,37.94,360.0,897.08,935.02,3650.0,105.6582346,800.0,3.187009156
4.0,7674.39,160.5689074,29.83742251,603.43,100.0,0.0,0.0,1,2,1,2,2,0,9818.5,1.0,1.03,409.7193704,35.945,504.55,897.08,933.025,3650.0,74.38066732,1400.0,3.251471797
4.0,8000.0,147.3534866,27.2468,623.07,100.0,0.0,0.0,1,2,1,2,2,0,7467.291665,1.0,1.034045,393.7270224,32.76509256,497.9803881,816.349264,880.5298929,3650.0,99.45251198,1334.218667,3.326636575
2.0,10.6,1.6559911,0.551961014,100.0,40.0,40.0,20.0,2,4,2,1,2,0,1204.5,4.4,2.940165,56.94422458,25.187678,28.32558412,96.64265109,128.7652374,538.452943,1464.812828,3200.0,0.086940892
6.0,3.009225357,2.3369908,0.599263538,100.0,40.0,40.0,20.0,2,4,1,1,2,0,1051.949467,3.495,3.158665,59.01785178,26.21332902,28.74548094,104.7111944,135.8468771,569.2946321,1472.987817,200.0,0.043496665
2.0,11.0,1.4890021,0.594956851,100.77607,80.0,0.0,20.0,2,3,4,1,1,0,1187.71,4.1733925,2.95918,58.12349685,24.67889479,28.36066014,98.12677461,127.9206374,529.3240212,1148.094327,2700.0,0.088730278
1.0,4003.371227,148.825809,20.49218357,510.969335,41.0,38.0,21.0,2,4,2,1,1,0,4619.826596,2.284909167,1.87403,202.1418203,68.39555556,86.9841573,612.9120991,724.9682951,2209.056249,354.9578629,1650.0,2.257058473
2.0,12.0,1.6627545,0.584768505,100.0,40.0,40.0,20.0,2,4,1,1,2,0,1114.909229,3.823729167,2.887555,55.82628778,25.81205185,27.66300618,99.15228981,129.8661473,555.4425939,1342.703638,1050.0,0.093079823
2.0,7.4,1.5980761,0.539349669,100.0,40.0,40.0,20.0,2,4,4,1,2,0,1533.0,4.56,3.177185,58.96338409,25.0,28.00025956,99.69038608,130.6394902,562.7644137,1313.910143,2000.0,0.071348248
2.0,10.6,1.6344555,0.49,100.0,40.0,40.0,20.0,2,4,4,1,2,0,1204.5,4.4,2.977245,59.91884967,24.88560621,28.5087769,97.53766435,129.7580672,540.6026647,1753.83,2198.865,0.086940892
2.0,7.685,1.6388208,0.593776099,100.0,40.0,40.0,20.0,2,4,1,1,2,0,1090.4448,3.225,2.948945,56.79688549,26.03070551,27.845069,102.6960793,131.7494263,555.8688878,1307.404647,700.0,0.072846719
2.0,7.685,1.6205811,0.554180842,100.0,40.0,40.0,20.0,2,4,2,1,2,0,1060.255042,3.87,2.876305,57.75395247,25.42784447,27.60989424,98.79312114,128.6807578,542.7634218,1036.35,1892.614,0.072846719
2.0,15.0,1.6758155,0.578088611,100.0,40.0,40.0,20.0,2,4,3,1,2,0,395.4166665,4.62,2.716805,60.16366121,25.25191188,28.3478554,97.48362451,131.8130508,548.7964206,1169.082951,1904.441,0.105233995
2.0,4.010694547,1.6472661,0.590909348,103.107825,40.0,40.0,20.0,2,4,1,1,2,0,1108.545758,3.9241875,3.252915,59.22084025,25.50345828,28.20127898,102.5564986,135.3588862,558.3333236,1544.89672,3150.0,0.050942076
1.0,5530.952493,222.0034609,26.80468727,547.81826,41.0,38.0,21.0,2,4,1,1,1,0,4682.857229,2.224321667,1.88113,207.6053942,74.26998899,96.94688196,633.4887356,745.8134163,2272.880315,403.0005022,100.0,2.383325726
1.0,10.6,43.418224,1.230213413,100.0,40.0,40.0,20.0,2,4,1,1,1,0,1204.5,4.4,2.925345,58.03507492,30.69525517,30.68030618,114.5692148,144.1066563,647.0648204,1398.564801,0.0,0.086940892
1.0,67.18,7.384768267,1.241335026,140.7609,0.0,0.0,100.0,3,1,1,1,1,0,1341.125583,2.3449405,2.15044,99.69209101,35.31624875,36.04590514,171.5141595,196.2305071,748.876755,858.9298286,770.299,1.730856074
2.0,57.6,9.232408333,1.18,144.0,10.0,0.0,90.0,3,1,2,2,1,0,1626.240771,1.7,3.37173,64.21419519,34.91558453,29.34528862,99.11889752,140.1265326,698.9377368,751.8485869,1600.0,1.605167558
2.0,48.2625,4.575235,1.083715709,150.0,90.0,0.0,10.0,2,1,1,1,2,0,962.26775,2.75,3.13465,43.04134461,27.97140027,27.27866415,91.87768068,123.0959272,603.9697657,777.0197169,1066.846336,0.200120354
5.0,983.805,21.955,4.0,248.335,0.0,40.0,60.0,3,3,1,1,1,0,3650.0,5.07,2.215,29.97946626,37.195,31.72506,150.96256,188.15756,1046.725417,883.3453737,1459.26255,6.448204155
2.0,10.0,0.9,0.618701865,70.0,100.0,0.0,0.0,1,1,1,1,1,0,1410.720438,2.565,3.708735,33.48156493,29.68928,24.41787204,81.09301684,107.5527482,498.5675628,1503.472056,1321.8981,0.084198793
2.0,54.81,3.12,0.95,125.0,70.0,0.0,30.0,2,2,1,1,1,0,2226.5,3.29,3.091325,54.62560021,28.60984,33.0,94.96790738,127.5143785,721.0381558,1265.76,801.8748254,0.214624233
2.0,89.99,7.236705,1.548414283,215.0,92.0,0.0,8.0,2,1,2,1,2,0,737.61025,2.533625,3.42495,44.24548988,32.30269376,28.4012365,93.97365196,133.0233598,662.4910309,878.8342051,1500.0,0.281911442
4.0,47.0,12.510705,1.514232878,168.01447,94.0,0.0,6.0,2,1,1,1,2,0,895.47275,2.512125,3.320385,42.65537148,32.5996303,27.72395666,91.8271426,127.4310035,663.7292294,999.8130554,130.0,0.197223966
6.0,1260000.0,23000.0,1085.495867,2974.995,100.0,0.0,0.0,1,2,1,1,1,0,12775.0,1.0,0.3,1276.625599,236.0,502.0,2739.24,2405.0,7300.0,13.5,2500.0,53.76623985
6.0,995940.54,34999.99,790.5,3299.995,100.0,0.0,0.0,1,1,3,2,1,0,17973.20833,1.0,0.4,1053.46345,474.0,606.28512,1826.0,2053.12,6205.0,0.142326482,2522.115,47.24264897
1.0,58.44,4.35,0.86264,137.16,100.0,0.0,0.0,1,2,1,2,1,0,1204.5,3.4,2.5,25.23271718,20.84,16.13108,40.0,61.5,392.97,518.17,1817.6306,0.222329187
2.0,57.0,4.61475,1.213054955,157.0,100.0,0.0,0.0,1,2,2,2,1,0,243.3333335,3.49,1.5,79.20474517,20.19606,29.78191766,122.1021768,144.3090102,605.8209993,1902.410993,1000.0,0.219299194
2.0,58.44,4.35,0.918122552,137.16,100.0,0.0,0.0,1,2,1,2,1,0,1204.5,3.4,2.5,25.23271718,20.84,16.13108,40.0,60.84,435.2713176,3251.565809,1698.4171,0.222329187
2.0,58.44,4.35,0.918122552,137.16,100.0,0.0,0.0,1,2,1,2,1,0,1204.5,3.4,2.5,25.23271718,20.84,16.13108,40.0,60.84,435.2713176,3251.565809,1698.4171,0.222329187
2.0,57.62,4.35,0.916972788,137.16,100.0,0.0,0.0,1,2,1,2,1,0,1204.5,3.45,2.5,25.23271718,20.76824,16.77554,40.08776,60.856,427.0755082,2745.108556,1707.67055,0.220607948
2.0,67.885,3.01,0.84,157.0,100.0,0.0,0.0,1,2,3,2,1,0,1387.0,3.85,1.75,22.98425732,19.1308,30.423,91.308,108.54,479.2934,2067.547681,1903.214,0.241424571
1.0,58.44,4.42,0.957123746,137.16,100.0,0.0,0.0,1,2,1,2,1,0,1204.5,3.27,3.64,24.48323056,21.0,16.13108,40.0,61.0,452.8185276,4245.892392,1622.9171,0.222329187
1.0,67.885,3.01,0.912997043,157.0,100.0,0.0,0.0,1,2,2,2,1,0,1387.0,3.85,1.75,22.98425732,19.1308,30.423,91.308,110.4388,500.3412039,1897.313407,1727.23605,0.241424571
2.0,1030.47,2.21179365,5.410419975,360.69,20.0,60.0,20.0,2,4,3,1,2,0,620.5,6.9,1.5,266.6873376,12.0,116.5,315.68,327.68,419.5578,400.0,2012.706,1.077643985
2.0,1149.875,0.18,6.0,396.35,20.0,60.0,20.0,2,4,2,1,2,0,2555.0,6.2,2.0,154.8939083,14.0,100.0,178.0,192.0,657.2522269,40.0,1914.742,1.14462628
2.0,1030.47,2.2748526,5.266986781,360.69,50.0,0.0,50.0,2,2,1,1,2,0,620.5,6.9,1.5,266.6873376,12.0,116.5,315.68,327.68,595.9570547,243.7776264,2490.0,1.077643985
2.0,1149.875,0.18,6.334860952,396.35,20.0,60.0,20.0,2,4,2,1,2,0,2555.0,6.2,2.0,154.8939083,14.0,100.0,178.0,182.5,494.7575,105.0,2000.0,1.14462628
2.0,1030.47,2.13777185,5.210830019,360.69,57.0,14.0,29.0,2,2,3,1,2,0,620.5,6.9,1.5,266.6873376,12.0,116.5,315.68,327.68,579.3156267,253.8671871,1700.0,1.077643985
