animal_name,status,order,adult_mass_g,neonate_mass_g,brain_mass_g,adult_body_length_mm,dphy_plant,dphy_vertebrate,dphy_invertebrate,trophic_level,det_diet_breadth_n,foraging_stratum,habitat_breadth_n,activity_cycle,fossoriality,hibernation_torpor,max_longevity_d,litter_size_n,litters_per_year_y,interbirth_interval_d,gestation_length_d,weaning_age_d,female_maturity_d,age_first_reproduction_d,generation_length_d,density_n_km2,altitude_breadth,dispersal_km
Abditomys latidens,dd,Rodentia,268.09,13.13186413,3.061856686,228.0,100.0,0.0,0.0,1,1,Ar,1,1,2,0,782.122,2.027551667,2.31851,88.44090654,37.72041603,32.30719178,162.7336991,198.3578421,732.3995033,1216.001777,1022.6424,0.513878211
Abeomelomys sevia,lc,Rodentia,57.89,30.0844009,1.49,158.645,78.0,3.0,19.0,2,3,G,2,1,2,0,1362.19825,1.0,1.896935,104.9821458,39.81755388,41.11827516,218.4942565,229.1775982,806.1505745,915.9178657,1700.0,0.221175907
Abrawayaomys ruschii,lc,Rodentia,62.99,4.569065,1.13587159,167.5576225,88.0,1.0,11.0,2,2,G,1,2,1,0,1009.888083,3.716735,3.18041,33.08521889,27.26619637,20.59987312,81.18734428,108.7572613,505.1959456,704.5296423,1279.9085,0.231688912
Abrocoma bennettii,lc,Rodentia,265.5,30.2563775,4.380448893,250.0,100.0,0.0,0.0,1,1,G,2,1,2,0,851.6666665,3.0,2.0,117.0026711,98.6752063,36.97536582,232.3830961,304.4415438,971.7492632,102.5,4000.0,0.511141748
Abrocoma boliviensis,cr,Rodentia,158.0,12.416356,3.203474243,199.92236,100.0,0.0,0.0,1,1,G,2,1,1,0,1071.506167,2.530401667,2.034215,106.8555034,100.1096343,32.42848428,233.456953,314.932437,845.7814665,1587.748688,470.0,0.38420876
Abrocoma budini,dd,Rodentia,221.82,12.755,3.358735591,201.0,100.0,0.0,0.0,1,1,G,2,1,2,0,395.4166665,1.995,1.86769,130.0094967,112.26904,40.19862486,277.6455245,350.4655309,1063.176163,1126.712667,0.0,0.46302693
Abrocoma cinerea,lc,Rodentia,221.82,12.755,3.247702369,201.0,100.0,0.0,0.0,1,1,G,2,1,2,0,395.4166665,1.995,1.95715,119.3187295,112.26904,35.86160743,232.3606443,315.5208626,1000.808501,817.9684705,1300.0,0.46302693
Abrocoma famatina,dd,Rodentia,221.82,12.755,3.280844269,201.0,100.0,0.0,0.0,1,1,G,2,1,2,0,395.4166665,1.995,1.896575,125.022093,112.26904,37.16597064,267.6684188,341.5954352,1026.875864,956.8352299,781.9093333,0.46302693
Abrocoma shistacea,lc,Rodentia,221.82,12.755,3.23695688,201.0,100.0,0.0,0.0,1,1,G,2,1,2,0,395.4166665,1.995,1.9426,117.3554242,112.26904,35.92197078,239.2473314,319.5364537,995.6460903,800.5529303,1800.0,0.46302693
Abrocoma uspallata,dd,Rodentia,164.2793,12.363315,3.107973444,198.60369,100.0,0.0,0.0,1,1,G,3,1,1,0,1404.936404,2.438208333,2.00516,108.6539258,99.76941031,32.22891257,243.0444945,322.1875635,846.1646919,1668.639438,300.0,0.392533231
Abrocoma vaccarum,dd,Rodentia,221.82,12.755,3.455094074,201.0,100.0,0.0,0.0,1,1,G,1,1,2,0,395.4166665,1.995,1.846355,133.9938677,112.26904,40.98077442,282.5255953,360.7419435,1079.48044,998.6729653,0.0,0.46302693
Abrothrix andinus,lc,Rodentia,34.65,2.93201,0.789513433,140.0,70.0,0.0,30.0,2,2,G,2,2,1,0,741.3712708,4.127835,3.330605,24.77589524,23.73658331,20.29272704,62.92116692,93.2437041,372.9296494,920.4037874,1810.759,0.166779492
Abrothrix illutea,lc,Rodentia,47.79,3.190271667,0.845618303,140.0,44.0,1.0,55.0,2,2,G,1,2,1,0,739.1386875,3.989255,3.296155,25.20617053,23.99277714,19.90117152,65.1567054,93.74640172,391.8323675,977.3234313,1800.0,0.199040398
Abrothrix jelskii,lc,Rodentia,34.5,2.829805,0.778912145,140.0,70.0,0.0,30.0,2,2,G,4,2,1,0,722.6650208,4.335825,3.616415,24.53655918,23.62307435,19.2899227,55.9735907,91.1477209,344.9921838,1096.886276,2800.0,0.16638201
Abrothrix lanosus,lc,Rodentia,25.915,2.68258,0.744995192,140.0,55.0,0.0,45.0,2,2,G,2,2,1,0,776.0188958,4.083495,3.348485,25.00827608,23.90292944,20.10663792,65.45664904,94.40172452,405.4981357,1100.257777,1730.26805,0.142153983
Abrothrix longipilis,lc,Rodentia,185.0,3.145,1.482215073,159.67,11.0,0.0,89.0,2,2,G,4,2,2,0,1304.690979,4.845,4.0,22.73442833,21.90196,18.92099038,63.00252,112.3,477.7940778,1381.666667,2259.649,0.419035016
Abrothrix olivaceus,lc,Rodentia,27.0,2.4361447,0.737060976,125.5633333,11.0,0.0,89.0,2,2,G,3,2,2,0,365.0,5.42,2.25,36.01693089,23.55512023,20.80467404,191.716,151.2538318,392.0098967,1815.0,1920.446333,0.145397164
Abrothrix sanborni,nt,Rodentia,24.7,2.775121667,0.816443596,155.0,44.0,0.0,56.0,2,2,G,1,2,1,0,984.9007917,3.60947,3.343675,26.96374171,25.72279584,21.7056995,75.25202654,100.7891732,455.0486958,1100.70856,800.0,0.138448798
Acerodon celebensis,vu,Chiroptera,384.84,56.30797333,4.96655824,201.25,100.0,0.0,0.0,1,1,Ar,2,1,2,0,4787.680159,0.98,1.04373,360.4792403,157.2611412,143.8637911,675.2002154,829.5458293,2363.955935,719.1591346,1500.0,
Acerodon humilis,en,Chiroptera,352.43,147.2826929,4.318946936,204.900585,100.0,0.0,0.0,1,1,Ar,1,1,2,0,4886.841433,1.031905,1.949125,252.7939311,140.9802022,117.1125207,297.3428655,404.0437643,1685.589037,821.0623466,1096.044,
Acerodon jubatus,en,Chiroptera,1087.04,78.52086233,9.096109341,282.814355,100.0,0.0,0.0,1,1,Ar,1,1,2,0,7148.614729,1.0,1.0,365.483144,163.4606706,144.447535,699.5515617,868.4336114,3650.0,574.3754747,1100.0,
Acerodon leucotis,vu,Chiroptera,352.07,145.6497413,4.182884587,204.623915,100.0,0.0,0.0,1,1,Ar,1,1,2,0,3998.001646,1.066355714,1.94973,246.3357848,140.1460864,106.487122,287.9383276,391.960146,1460.0,896.564501,1064.643,
Acerodon mackloti,vu,Chiroptera,467.93,47.42912133,4.929976368,205.8623,100.0,0.0,0.0,1,1,Ar,2,1,2,0,4720.902396,0.98,1.630305,264.9510612,155.7235538,117.9234211,517.060483,668.8128536,1825.0,789.7529133,450.0,
Acinonyx jubatus,vu,Carnivora,50577.92,465.33,115.0121905,1490.215,0.0,100.0,0.0,3,1,G,4,3,1,0,7482.5,3.04,0.7,541.87885,90.12,107.0,598.985,1217.27,2190.0,0.021456972,4000.0,44.44820526
Acomys airensis,lc,Rodentia,45.2,5.49,1.107569513,175.0,0.0,0.0,100.0,3,1,G,3,2,1,0,2731.416667,2.47,3.5,33.97672836,38.0,14.0,58.0,96.0,977.9788763,2946.819475,1032.572267,1.425381736
Acomys cahirinus,lc,Rodentia,45.2,5.49,0.76,175.0,70.0,30.0,0.0,2,2,G,3,2,1,0,2731.416667,2.47,3.5,33.97672836,38.0,14.0,58.0,103.0,650.0125,1900.0,1307.55175,0.193033197
Acomys cilicicus,dd,Rodentia,48.0,5.574803667,1.055367053,175.0,70.0,30.0,0.0,2,2,G,2,2,1,0,1460.0,2.751221667,3.22234,41.16292626,32.93865982,20.49635103,74.55834258,104.589214,605.5323703,1415.790578,1064.845217,0.199520969
Acomys cineraceus,lc,Rodentia,43.6,5.49,0.968605685,129.87,0.0,0.0,100.0,3,1,G,3,2,1,0,2731.416667,2.47,3.5,33.97672836,38.0,14.0,58.0,96.0,692.5952738,2842.307689,943.83205,1.400431067
Acomys dimidiatus,lc,Rodentia,45.2,5.49,1.092673181,175.0,80.0,0.0,20.0,2,3,G,5,2,1,0,2731.416667,2.47,3.5,33.97672836,38.0,14.0,58.0,96.0,699.725381,3558.195292,900.0,0.193033197
Acomys ignitus,lc,Rodentia,45.2,5.49,1.156015624,175.0,70.0,30.0,0.0,3,2,G,2,2,1,0,2731.416667,2.47,3.5,33.97672836,38.0,14.0,58.0,96.0,700.8303263,2825.315294,1136.795917,1.425381736
Acomys johannis,lc,Rodentia,43.6,5.49,0.974656963,129.87,0.0,0.0,100.0,3,1,G,3,2,1,0,2731.416667,2.47,3.5,33.97672836,38.0,14.0,58.0,96.0,694.8369397,2843.446781,800.0,1.400431067
Acomys kempi,lc,Rodentia,43.6,5.49,1.158661113,175.0,70.0,30.0,0.0,3,2,G,2,2,1,0,2731.416667,2.47,3.5,33.97672836,38.0,14.0,58.0,96.0,701.1262507,2797.93814,1155.08525,1.400431067
Acomys louisae,lc,Rodentia,27.085,42.770531,1.254598786,175.0,70.0,30.0,0.0,3,2,G,3,2,1,0,1598.435375,2.608858333,3.341925,51.90173263,35.08987032,25.92562351,103.436961,134.2795782,636.4931492,652.0505813,1405.585,1.109048371
Acomys minous,dd,Rodentia,45.2,5.49,0.976188836,175.0,70.0,30.0,0.0,1,2,G,2,2,1,0,2731.416667,2.47,3.5,33.97672836,38.0,14.0,58.0,96.0,694.0903868,3087.60623,1160.299517,0.193033197
Acomys mullah,lc,Rodentia,45.2,5.49,1.168062904,175.0,70.0,30.0,0.0,3,2,G,2,2,1,0,2731.416667,2.47,3.5,33.97672836,38.0,14.0,58.0,96.0,700.7818612,2820.777638,1145.990313,1.425381736
Acomys nesiotes,dd,Rodentia,45.2,5.49,0.96048887,175.0,70.0,30.0,0.0,2,2,G,1,2,1,0,2731.416667,2.47,3.5,33.97672836,38.0,14.0,58.0,96.0,697.6128966,2982.477563,1127.164033,0.193033197
Acomys percivali,lc,Rodentia,21.99,5.012315,1.08418218,147.859225,70.0,30.0,0.0,3,2,G,3,2,1,0,1719.657958,2.561545833,3.14693,48.88656608,38.65372,23.20641156,90.7044725,129.1625232,637.4035502,692.1852818,1375.14,1.001391081
Acomys russatus,lc,Rodentia,54.915,7.0,1.077238633,111.08,40.0,40.0,20.0,3,3,G,1,2,1,0,1825.0,2.5,3.84796,60.23878308,34.39268,24.78929088,91.308,125.70068,689.8671103,2800.0,866.7974833,1.568057344
Acomys seurati,lc,Rodentia,45.2,5.49,1.077187318,175.0,0.0,0.0,100.0,3,1,G,2,2,1,0,2731.416667,2.47,3.5,33.97672836,38.0,14.0,58.0,96.0,700.0077436,2744.238346,1000.0,1.425381736
Acomys spinosissimus,lc,Rodentia,27.01,42.970911,1.278475163,175.0,70.0,30.0,0.0,3,2,G,1,2,1,0,1608.415083,2.71,3.3784,52.0637899,34.90057501,25.4556519,106.2327376,139.1239686,651.0347335,331.0416667,750.0,1.107542506
Acomys spinosissimus,lc,Rodentia,27.01,42.874816,1.239363846,175.0,70.0,30.0,0.0,3,2,G,3,2,1,0,1626.754812,2.71,3.34398,52.69841696,34.73581474,25.40060544,103.5652906,138.9577304,652.6673727,331.0416667,1463.572,1.107542506
Acomys spinosissimus,lc,Rodentia,27.01,5.439376,1.249914368,175.0,70.0,30.0,0.0,3,2,G,2,2,1,0,1609.853792,2.71,3.274735,50.23060551,33.80092047,24.48942976,92.18245654,129.194919,638.5829343,331.0416667,1215.169333,1.107542506
Acomys spinosissimus,lc,Rodentia,27.01,5.439376,1.249914368,175.0,70.0,30.0,0.0,3,2,G,2,2,1,0,1609.853792,2.71,3.274735,50.23060551,33.80092047,24.48942976,92.18245654,129.194919,638.5829343,331.0416667,1215.169333,1.107542506
Acomys subspinosus,lc,Rodentia,32.25,3.560525,1.088919964,175.0,70.0,30.0,0.0,2,2,G,2,2,1,0,1607.301833,4.43118,3.63244,52.43571765,26.6936695,24.45601931,83.8919637,113.1865477,594.1052523,4433.333333,1046.07705,0.160323509
Acomys wilsoni,lc,Rodentia,20.96,3.49,0.58,127.38,70.0,30.0,0.0,3,2,G,3,2,1,0,2044.0,2.29,3.5,49.81159,38.82686,26.2625892,87.38216382,119.0499209,652.0137193,1397.059967,1393.769833,0.97812663
Aconaemys fuscus,lc,Rodentia,120.975,10.66544333,2.705222616,187.0,100.0,0.0,0.0,1,2,G,2,1,1,0,1290.189833,3.23,2.084545,104.9022791,94.93638373,32.54163938,228.8619556,309.3105485,809.3422426,1770.609385,1130.602,0.331732837
Aconaemys porteri,dd,Rodentia,120.975,10.55611,2.703630645,187.0,100.0,0.0,0.0,1,2,G,2,1,1,0,1325.1325,3.23,2.01425,106.3540997,95.12971089,33.01204664,228.4956214,309.263509,815.3103805,1828.482845,1158.889,0.331732837
Aconaemys sagei,dd,Rodentia,96.49,9.161188333,2.053112624,187.0,100.0,0.0,0.0,1,2,G,2,3,1,0,1631.53175,3.137466667,1.84426,113.3505501,92.73082114,33.57920296,256.3876762,332.9864588,865.965243,1748.919779,1237.734,0.292934912
Acrobates pygmaeus,lc,Diprotodontia,13.0,0.0178,0.728734864,76.5,20.0,0.0,80.0,2,1,Ar,1,1,2,0,3212.0,3.0,2.0,148.3983573,32.55762697,99.0,240.0,212.91,997.9661,899.99,1200.0,0.097269058
Addax nasomaculatus,cr,Cetartiodactyla,94288.68,5600.0,201.5,1700.0,100.0,0.0,0.0,1,1,G,1,1,1,0,10293.0,1.0,1.0,357.2553044,276.0,198.0,947.49486,1066.86,2555.0,0.000258532,2086.66,12.9198842
Aegialomys galapagoensis,vu,Rodentia,63.51,4.52991,1.126651794,157.855,80.0,0.0,20.0,2,4,G,1,2,1,0,608.3333335,3.765169375,4.38764,34.28431261,27.56437133,21.78238518,79.37634488,107.9915946,499.8397105,2290.0,1283.548,0.232738927
Aegialomys xanthaeolus,lc,Rodentia,79.79,5.21779,1.176972203,168.0,80.0,0.0,20.0,2,4,G,4,2,1,0,917.1750417,3.498615,4.414715,34.98680645,28.06002786,21.48605912,88.09033616,114.0422535,516.0157786,1561.701747,1300.0,0.263862408
Aepeomys lugens,lc,Rodentia,37.0,2.707505,0.746604904,120.0,95.0,0.0,5.0,2,2,G,3,2,1,0,782.6482083,3.912095,3.525335,25.06385302,23.91308888,20.13989494,57.86731958,90.86015963,373.6200914,1013.419246,1600.0,0.172908687
Aepeomys reigi,vu,Rodentia,40.6,3.032815,0.83196314,131.6072625,100.0,0.0,0.0,2,2,G,3,2,1,0,956.9265834,3.6828,3.2018,26.88415123,24.78200655,21.06061958,69.92448968,95.94869064,430.3423445,697.3476995,1630.0,0.181968068
Aepyceros melampus,lc,Cetartiodactyla,52500.0,5304.2,173.5666667,1460.0,100.0,0.0,0.0,1,1,G,2,2,1,0,9344.0,1.0,1.0,364.750171,196.74,167.0,477.485,730.0,2674.111667,9.936984183,1700.0,9.362535602
Aepyprymnus rufescens,lc,Diprotodontia,2820.0,20.48497175,12.3,520.0,100.0,0.0,0.0,1,1,G,2,1,1,0,4675.041665,1.015,3.0,115.9206022,22.9,162.535,339.205,319.37,1327.5927,40.0,1221.546,1.874747896
Aeretes melanopterus,nt,Rodentia,246.4344257,12.60542667,4.428681451,305.0,100.0,0.0,0.0,1,3,Ar,1,1,2,0,2479.09825,2.639755,1.574335,185.4024613,42.90427177,62.57702948,356.1283467,393.4525039,1280.941701,223.8195983,1738.846,0.490615904
Aeromys tephromelas,dd,Rodentia,1187.0,44.010186,10.34,384.93,90.0,0.0,10.0,2,3,Ar,1,1,2,0,4327.876479,1.035,1.574985,278.7624568,60.01778764,78.10441346,621.1930835,689.1565542,1954.958077,129.653669,1957.736,1.164806434
Aeromys thomasi,lc,Rodentia,1430.19,44.5750625,10.24443554,383.25,90.0,0.0,10.0,1,3,Ar,2,1,2,0,4436.814987,1.18922,1.62434,277.9851838,61.90865223,79.01975288,626.6530053,693.0325164,1961.831846,124.107252,1703.958,1.290542825
Aethalops aequalis,lc,Chiroptera,13.9,13.88105617,1.200116255,73.0,100.0,0.0,0.0,1,1,Ar,2,1,2,0,7279.771193,0.995,1.16096,365.0,152.2,96.53577931,674.8181038,803.9263217,2495.972523,1987.031901,1203.471,
Aethalops alecto,lc,Chiroptera,15.0,4.47028,0.689312479,73.0,100.0,0.0,0.0,1,2,Ar,1,1,2,0,3840.667611,0.99,1.621845,255.9116686,130.0678633,71.02215552,505.3540276,646.3379478,1829.300622,1809.526594,1700.0,
Aethomys bocagei,lc,Rodentia,63.85388804,4.831085,1.268820964,184.0,100.0,0.0,0.0,1,3,G,2,1,1,0,813.4815833,3.290446667,3.159895,40.81772265,26.75051741,28.0430589,96.63482332,126.0503924,584.8295365,575.9048081,1333.08305,0.233431202
Aethomys chrysophilus,lc,Rodentia,79.7,4.44,1.25,162.76,100.0,0.0,0.0,1,3,G,3,1,1,0,273.75,3.345,3.09364,40.74590183,25.71594,27.35364,105.39686,138.0,578.7675742,476.744186,1587.456333,0.263698672
Aethomys granti,lc,Rodentia,40.0,15.58955,1.070693878,142.6568425,100.0,0.0,0.0,1,3,G,2,1,2,0,984.578375,2.919198333,3.16792,40.40419587,30.41816051,26.93945182,92.09430694,126.0316969,578.6166504,730.5744717,1314.62215,0.180484064
Aethomys hindei,lc,Rodentia,98.495,5.27,1.42,162.76,100.0,0.0,0.0,2,3,G,3,1,1,0,1000.708333,2.9,3.235735,39.45843367,25.71594,26.23966,96.05,121.76594,554.8345857,2191.47,1721.741,0.296267264
Aethomys ineptus,lc,Rodentia,80.85,4.44,1.25829903,142.0,80.0,0.0,20.0,2,4,G,3,1,1,0,273.75,3.345,2.91153,41.2674296,25.71594,27.35364,105.39686,131.1128,585.1429273,1045.395952,1495.514383,0.26578464
Aethomys kaiseri,lc,Rodentia,98.495,5.27,1.365746505,162.76,100.0,0.0,0.0,1,3,G,2,1,1,0,1000.708333,2.9,3.102665,39.73377508,25.71594,26.23966,96.05,121.76594,567.0785859,1289.365809,1417.18705,0.296267264
Aethomys namaquensis,lc,Rodentia,57.3,2.5,0.89,135.8302925,80.0,0.0,20.0,2,4,G,6,1,1,0,1715.5,3.75,2.0,42.83433137,21.99,24.3488,97.00706714,119.3345061,557.0810326,2831.666667,1785.896,0.219933258
Aethomys nyikae,lc,Rodentia,77.015,4.90173,1.274548352,184.0,100.0,0.0,0.0,1,3,G,1,1,1,0,785.5149792,3.56,3.18427,40.95745694,25.341309,27.35275268,100.6414884,129.8053032,565.6069866,927.118872,1308.152,0.258774984
Aethomys silindensis,dd,Rodentia,82.76,4.963385,1.334893759,184.0,100.0,0.0,0.0,1,3,G,2,1,1,0,717.5565417,3.3779375,3.121095,42.27933655,25.26803079,27.40136736,100.3140295,129.0946022,564.7175889,912.1760385,1433.285,0.269219882
Aethomys stannarius,dd,Rodentia,82.9,17.389225,1.343619403,182.5644875,100.0,0.0,0.0,1,3,G,3,1,1,0,826.6124583,3.378685,3.202155,41.63305421,29.38393698,26.37999524,100.8877511,133.8014953,544.6386349,1058.229655,1661.349,0.26947027
Aethomys thomasi,lc,Rodentia,98.495,5.27,1.377826761,162.76,100.0,0.0,0.0,1,3,G,1,1,1,0,1000.708333,2.9,3.17404,39.8140351,25.71594,26.23966,96.05,121.76594,568.085436,1390.4423,1284.7122,0.296267264
Ailuropoda melanoleuca,vu,Carnivora,117500.0,109.29,242.7272381,1422.99,90.0,10.0,0.0,1,1,G,1,2,1,0,13432.0,1.54,0.7,592.968857,131.17916,182.0,2351.48536,2504.515,5246.699417,0.18,2900.0,14.58232227
Ailurops melanotis,cr,Diprotodontia,7000.0,14.39589835,17.67781322,564.0,100.0,0.0,0.0,1,1,Ar,1,1,2,0,2156.541667,1.5,1.5,249.007272,19.9488873,243.52,528.8519259,577.8928477,1761.642655,257.332241,994.515,3.091076741
Ailurops ursinus,vu,Diprotodontia,7000.0,21.21056781,18.34645691,564.0,100.0,0.0,0.0,1,1,Ar,2,3,2,0,2156.541667,1.5,1.5,253.1317221,20.59905628,243.52,564.9759402,603.4227535,1792.577822,305.8717078,600.0,3.091076741
Ailurus fulgens,en,Carnivora,4747.54,102.02,42.49145455,608.66,80.0,10.0,10.0,1,1,G,1,2,1,0,6935.0,2.0,1.0,364.750171,123.4374,136.935,571.90318,760.41,3650.0,17.65416132,2300.0,2.496684202
Akodon aerosus,lc,Rodentia,54.995,3.52228,0.877831433,140.0,20.0,0.0,80.0,2,2,G,3,2,1,0,1062.668604,5.0,3.6,26.63362785,25.01850327,21.68900996,82.1772,105.6699918,434.8391234,1811.245016,1200.0,0.215022362
Akodon affinis,lc,Rodentia,24.89,2.7453,0.743635975,140.0,20.0,0.0,80.0,2,2,G,1,2,1,0,963.2836667,3.67046,4.161045,26.71298351,24.7707246,22.86583794,72.3596512,101.8529739,373.3411496,1210.294284,1700.0,0.139033533
Akodon albiventer,lc,Rodentia,28.475,3.926018,1.079532597,140.0,20.0,0.0,80.0,3,2,G,2,2,1,0,1130.262042,3.54296,4.080875,35.69653034,27.58189412,23.18346576,83.71566192,112.7335852,518.0722648,1320.04554,2150.0,1.136581508
Akodon aliquantulus,dd,Rodentia,26.725,4.252384367,1.162498001,140.0,0.0,0.0,100.0,3,1,G,1,2,1,0,1131.91975,4.18,3.59408,37.03694225,27.77405228,24.59744974,92.85018892,121.6969533,580.3587694,1167.482171,1415.63605,1.101800681
Akodon azarae,lc,Rodentia,24.0,2.2,0.763268916,140.0,20.0,0.0,80.0,2,2,G,2,2,1,0,304.1666665,4.32,1.125,131.5879913,23.52222,14.67682,63.80588,87.3281,506.546178,7679.65,2127.343,0.136276838
Akodon boliviensis,lc,Rodentia,26.725,2.718735,0.730083319,140.0,20.0,0.0,80.0,2,2,G,2,2,1,0,945.4184375,4.18,3.97758,26.12849885,23.69915428,22.30842278,68.19860822,98.25812702,349.9962183,1478.549701,2500.0,0.144580795
Akodon budini,lc,Rodentia,26.9,2.762965,0.757754349,140.0,20.0,0.0,80.0,2,2,G,1,2,1,0,936.015125,3.554755,4.168255,26.71113978,24.68210652,22.8855726,71.42734254,97.32841531,369.7394923,1242.949023,1700.0,0.145100737
Akodon cursor,lc,Rodentia,39.77,3.210661667,0.884811668,140.0,20.0,0.0,80.0,2,2,G,1,2,1,0,1046.747,3.0,3.86583,28.00507773,25.89750775,21.99686314,80.38643814,108.5646433,452.9342643,442.88,800.0,0.179912542
Akodon dayi,lc,Rodentia,37.3,3.005635,0.804031078,140.0,20.0,0.0,80.0,2,2,G,1,2,1,0,911.3715417,3.0,3.764595,26.87896982,24.5957621,21.2241498,71.4742284,103.9331697,369.6850525,1352.313658,2450.0,0.173678365
Akodon dolores,lc,Rodentia,42.5,2.97,0.808152093,140.0,20.0,0.0,80.0,2,2,G,1,2,1,0,924.56325,3.445,3.827195,26.70031219,24.63761094,22.03490304,70.37655744,99.08436105,392.5868443,1291.708761,1775.428,0.186603496
Akodon fumeus,lc,Rodentia,26.54,2.734915,0.727490552,140.0,20.0,0.0,80.0,2,2,G,3,2,1,0,951.4439792,3.907805,3.7398,26.35897099,24.23064634,22.21666158,67.32529702,99.25084026,349.0548797,1654.457652,2500.0,0.144029473
Akodon iniscatus,lc,Rodentia,28.7,2.715075,0.752490283,140.0,20.0,0.0,80.0,2,2,G,4,2,1,0,917.1278958,3.730295,3.786945,26.53971219,24.34941016,21.21463198,67.90386392,98.600114,356.6292045,1550.397756,2251.01,0.150362975
Akodon juninensis,lc,Rodentia,38.99,3.017395,0.81515489,138.378775,20.0,0.0,80.0,2,2,G,2,2,1,0,909.990625,3.12646,3.76028,27.06745072,24.83266384,22.56337352,75.6458644,104.313974,397.7479513,1234.903913,1607.31,0.177963175
Akodon kofordi,lc,Rodentia,29.49,2.77866,0.768800768,140.0,20.0,0.0,80.0,2,2,G,3,2,1,0,929.74625,3.685375,3.74083,26.64452541,24.26580326,22.74615722,67.96764654,98.37746618,361.5377952,1528.613088,1900.0,0.152625462
Akodon leucolimnaeus,lc,Rodentia,33.075,4.590415,0.769839349,129.7475,20.0,0.0,80.0,2,2,G,2,2,1,0,970.462,3.59,3.916665,26.63634601,25.73769164,22.17124825,65.2599055,102.9084625,347.7507467,2702.945284,3200.0,0.162566398
Akodon lindberghi,dd,Rodentia,26.4,2.62188,0.710842188,110.5285508,20.0,0.0,80.0,2,2,G,1,2,1,0,893.9245417,3.345885,3.71947,26.84237988,24.8726064,21.74038088,76.30810214,104.8552997,384.8564718,1261.462722,1079.483,0.143611105
Akodon lutescens,lc,Rodentia,20.69,4.149835,0.69098136,118.5,20.0,0.0,80.0,2,2,G,4,2,1,0,1008.710958,3.77464,3.94434,27.04244285,26.03196446,21.73004527,67.61237104,102.0924675,373.3964558,2899.823071,3230.0,0.125595516
Akodon mimus,lc,Rodentia,23.99,2.36305,0.615182974,92.0,20.0,0.0,80.0,2,2,G,2,2,1,0,937.7275833,3.64193,4.030375,26.73718693,24.4482318,22.59163607,77.07779202,100.3695634,361.2123005,1684.299564,1700.0,0.136245605
Akodon molinae,lc,Rodentia,35.15,2.97,0.784020022,140.0,20.0,0.0,80.0,2,2,G,3,2,1,0,932.2130417,3.77,3.9,29.97946626,23.21786,26.23966,28.07,91.25,338.5927936,2490.58513,2107.165,0.168098871
Akodon mollis,lc,Rodentia,30.39,5.6329525,0.882757239,140.0,20.0,0.0,80.0,2,2,G,3,2,1,0,1037.898792,3.636221667,4.05509,28.0516716,26.81117574,22.76055206,89.59224488,123.8290074,420.3019571,2153.180055,4900.0,0.155169996
Akodon montensis,lc,Rodentia,39.7,2.7738278,0.72342828,107.5,21.0,0.0,79.0,2,2,G,2,2,1,0,921.7466667,3.0,3.694705,26.58631526,24.40779018,21.6480902,75.26167182,103.9394353,366.5647706,1583.278048,1603.64,0.179738306
Akodon mystax,dd,Rodentia,28.3,2.591795,0.749924095,117.985,20.0,0.0,80.0,2,2,G,2,2,1,0,937.4127708,3.6929,3.68392,26.22621192,24.47686862,21.72249774,71.86847364,99.17665944,374.9939783,1760.04929,1100.0,0.149206727
Akodon neocenus,lc,Rodentia,42.5,2.97,0.809772093,140.0,20.0,0.0,80.0,2,2,G,1,2,1,0,925.7647083,3.445,3.83269,26.70620815,24.64259406,22.04363472,70.42182936,99.08436105,392.5868443,1293.900298,1774.003,0.186603496
Akodon oenos,lc,Rodentia,33.075,4.606555,0.773645781,129.7475,20.0,0.0,80.0,2,2,G,2,2,1,0,1002.137917,3.59,3.966215,26.58538591,25.83439666,22.44070903,66.70081194,102.802366,360.7017936,2561.718581,3200.0,0.162566398
Akodon orophilus,lc,Rodentia,34.69,2.962065,0.781905738,140.0,20.0,0.0,80.0,2,2,G,4,2,1,0,961.3339583,3.556635,4.180475,26.65441363,24.66994474,23.11235512,68.66833764,97.34701163,371.980459,1346.014119,1900.0,0.166885356
Akodon paranaensis,lc,Rodentia,28.3,2.559415,0.757060997,117.985,21.0,0.0,79.0,2,2,G,1,2,1,0,928.2923333,3.365715,3.733475,26.80194758,24.77653828,21.79986835,74.69786604,103.563897,390.5007526,1447.350634,900.0,0.149206727
Akodon pervalens,dd,Rodentia,38.99,3.082726667,0.840817996,140.0,20.0,0.0,80.0,2,2,G,2,2,1,0,921.6189167,3.0,3.964665,27.18634428,25.46676707,22.9704554,78.97195984,107.071853,415.7545251,1091.590005,1200.0,0.177963175
Akodon philipmyersi,dd,Rodentia,23.0,2.53115,0.739795271,117.83526,22.0,0.0,78.0,2,2,G,1,2,1,0,919.8486667,3.310335,3.740195,26.92232512,24.95081508,21.81572966,78.91443002,107.2918946,396.4438692,1275.852168,1049.23,0.133123944
Akodon reigi,lc,Rodentia,28.3,2.58214,0.733935756,117.985,21.0,0.0,79.0,2,2,G,1,2,1,0,910.629375,3.35717,3.708985,26.81223553,24.5582583,21.56565623,73.3771039,103.2009917,375.1494048,1547.284711,1254.38,0.149206727
Akodon sanctipaulensis,dd,Rodentia,27.7,2.392735,0.658492446,95.97,20.0,0.0,80.0,2,2,G,1,2,1,0,909.6742917,3.387285,3.71687,27.30785606,24.64483564,21.75774471,77.5715751,105.2335519,365.8732917,1390.641302,1364.178,0.147458475
