animal_name,status,order,adult_mass_g,neonate_mass_g,brain_mass_g,adult_body_length_mm,dphy_plant,dphy_vertebrate,dphy_invertebrate,trophic_level,det_diet_breadth_n,foraging_stratum,habitat_breadth_n,activity_cycle,fossoriality,hibernation_torpor,max_longevity_d,litter_size_n,litters_per_year_y,interbirth_interval_d,gestation_length_d,weaning_age_d,female_maturity_d,age_first_reproduction_d,generation_length_d,density_n_km2,altitude_breadth,dispersal_km
Dicrostonyx groenlandicus,dd,Rodentia,58.44,4.35,0.86264,137.16,100,0,0,1,2,G,1,2,1,0,1204.5,3.4,2.5,25.23271718,20.84,16.13108,40,61.5,392.97,518.17,1817.6306,0.222329187
Dicrostonyx hudsonius,lc,Rodentia,57,4.61475,1.213054955,157,100,0,0,1,2,G,2,2,1,0,243.3333335,3.49,1.5,79.20474517,20.19606,29.78191766,122.1021768,144.3090102,605.8209993,1902.410993,1000,0.219299194
Dicrostonyx nelsoni,lc,Rodentia,58.44,4.35,0.918122552,137.16,100,0,0,1,2,G,1,2,1,0,1204.5,3.4,2.5,25.23271718,20.84,16.13108,40,60.84,435.2713176,3251.565809,1698.4171,0.222329187
Dicrostonyx nunatakensis,lc,Rodentia,58.44,4.35,0.918122552,137.16,100,0,0,1,2,G,1,2,1,0,1204.5,3.4,2.5,25.23271718,20.84,16.13108,40,60.84,435.2713176,3251.565809,1698.4171,0.222329187
Dicrostonyx richardsoni,lc,Rodentia,57.62,4.35,0.916972788,137.16,100,0,0,1,2,G,1,2,1,0,1204.5,3.45,2.5,25.23271718,20.76824,16.77554,40.08776,60.856,427.0755082,2745.108556,1707.67055,0.220607948
Dicrostonyx torquatus,lc,Rodentia,67.885,3.01,0.84,157,100,0,0,1,2,G,3,2,1,0,1387,3.85,1.75,22.98425732,19.1308,30.423,91.308,108.54,479.2934,2067.547681,1903.214,0.241424571
Dicrostonyx unalascensis,dd,Rodentia,58.44,4.42,0.957123746,137.16,100,0,0,1,2,G,1,2,1,0,1204.5,3.27,3.64,24.48323056,21,16.13108,40,61,452.8185276,4245.892392,1622.9171,0.222329187
Dicrostonyx vinogradovi,dd,Rodentia,67.885,3.01,0.912997043,157,100,0,0,1,2,G,2,2,1,0,1387,3.85,1.75,22.98425732,19.1308,30.423,91.308,110.4388,500.3412039,1897.313407,1727.23605,0.241424571
Didelphis albiventris,lc,Didelphimorphia,1030.47,2.21179365,5.410419975,360.69,20,60,20,2,4,S,3,1,2,0,620.5,6.9,1.5,266.6873376,12,116.5,315.68,327.68,419.5578,400,2012.706,1.077643985
Didelphis aurita,lc,Didelphimorphia,1149.875,0.18,6,396.35,20,60,20,2,4,S,2,1,2,0,2555,6.2,2,154.8939083,14,100,178,192,657.2522269,40,1914.742,1.14462628
Didelphis imperfecta,lc,Didelphimorphia,1030.47,2.2748526,5.266986781,360.69,50,0,50,2,2,S,1,1,2,0,620.5,6.9,1.5,266.6873376,12,116.5,315.68,327.68,595.9570547,243.7776264,2490,1.077643985
Didelphis marsupialis,lc,Didelphimorphia,1149.875,0.18,6.334860952,396.35,20,60,20,2,4,S,2,1,2,0,2555,6.2,2,154.8939083,14,100,178,182.5,494.7575,105,2000,1.14462628
Didelphis pernigra,lc,Didelphimorphia,1030.47,2.13777185,5.210830019,360.69,57,14,29,2,2,S,3,1,2,0,620.5,6.9,1.5,266.6873376,12,116.5,315.68,327.68,579.3156267,253.8671871,1700,1.077643985
Didelphis virginiana,lc,Didelphimorphia,1414.5,0.15,7.323974737,402.7,20,60,20,2,4,S,3,1,2,0,2555,6.645,2,129.3464067,12.345,100,184,186,745.99,6.15,3000,1.282736607
Dinaromys bogdanovi,vu,Rodentia,56,5.389695,1.1979908,152,100,0,0,1,1,G,1,1,1,0,1064.559,2.5,1.5,90.38042809,30.423,26.55162798,143.9393222,162.6743489,608.2692782,1775.796437,2200,0.217174725
Dinomys branickii,lc,Rodentia,12500,769.43,26.95,770,100,0,0,1,2,G,2,1,1,0,4745,1.97,1.69634,207.7976728,253,15.109,508.1654092,668.6508833,2086.156829,646.4956645,2950,4.252128421
Diomys crumpi,dd,Rodentia,73.85,5.64533,1.219795299,145,91,0,9,2,2,G,1,1,2,0,1190.747104,2.566136667,3.36225,43.81491478,31.04663775,31.34724001,90.93714544,124.0076409,634.2239147,730.4667523,1000,0.252870775
Diphylla ecaudata,lc,Chiroptera,28.11,4.8,0.8015,82.495,0,100,0,3,1,G,4,1,2,0,2974.75,1,1.5,264.5411342,213.08,110.2888927,303.5966765,407.3077625,1593.535201,1617.308494,1596.333,NA
Diplogale hosei,vu,Carnivora,5452.04,125.504128,31.13749332,599.565,0,40,60,3,2,G,1,1,1,0,5030.029108,2.30758,1.747055,219.8735567,65.4370507,87.0461233,538.4887063,622.9693647,1825,7.014805337,1375,14.9220085
Diplomesodon pulchellum,lc,Eulipotyphla,10.5,0.843102813,0.320476372,76,0,50,50,3,2,G,1,2,1,0,1161.688542,4.995,3.413905,57.59450672,27.45262475,23.99847242,111.6903526,142.3061562,430.4871513,2621.082964,1263.105667,0.697101654
Diplomys caniceps,dd,Rodentia,394.49,47.3790475,4.736733578,287.906265,100,0,0,1,2,S,1,1,2,0,1276.785208,1.3821675,1.759883768,143.2386345,82.67281134,44.93157257,327.9281382,405.0920647,1208.880458,221.7792935,1291.646,0.635514794
Diplomys labilis,lc,Rodentia,282.17,59.5,7.796050652,480,100,0,0,1,2,S,2,1,2,0,2468.064908,1.18,1.879543768,141.0218037,55.72,49.08432268,327.5038796,403.3818555,1352.969268,331.2436287,1365.731,0.528550912
Diplothrix legata,en,Rodentia,63.85388804,4.2935925,1.435049785,230,71,1,28,2,2,G,1,1,2,0,1073.953187,4.132266667,3.32939,40.89566925,22.74946147,26.66941364,106.276629,141.8578666,568.4804701,1541.151124,1830.944,0.233431202
Dipodomys agilis,lc,Rodentia,60.57,9.399878233,1.34,200,80,0,20,1,4,G,2,1,1,0,517.0833335,2.575,1.5,119.2284367,31.84910462,29.78365404,210,217.335724,783.5627695,687.9,1599.676,0.226750123
Dipodomys californicus,lc,Rodentia,65,3.91,1.285634564,115.15,80,0,20,1,4,G,3,1,1,0,3029.5,3.1,2,80.68659948,31,31,53.13,84.13,745.4153584,2024.784047,1509.331217,0.235726393
Dipodomys compactus,lc,Rodentia,49.25,4.995,1.398761719,167.81,80,0,20,1,4,G,4,1,1,0,3613.5,3,2,142.8771388,29.91082,34.19634,78.82924,108.74006,948.2395393,939.586599,1542.629333,0.202362154
Dipodomys deserti,lc,Rodentia,106.75,3.04,1.740426667,169.055,80,0,20,2,4,G,1,1,1,0,3285,3.29,2.5,87.22751762,30.5,20.39212,50.88,81.13,985.4573,160.5,1635.65825,0.309676465
Dipodomys elator,vu,Rodentia,105.82,39.26356733,1.680010594,159.75,80,0,20,2,4,G,3,1,1,0,1958.088125,2.91,2.0847,83.15965386,33.722066,28.80419102,113.815629,147.8989334,765.161248,1284.37,1613.249,0.308189708
Dipodomys gravipes,cr,Rodentia,83.96,39.223815,1.48301308,164.52,80,0,20,2,4,G,1,1,1,0,1697.524663,2.889146667,2.127015,78.2488824,33.49021074,29.36461948,108.5948595,137.9710264,697.7423036,1635.593824,1029.33055,0.271359919
Dipodomys heermanni,lc,Rodentia,64.15,3.91,1.490181818,155.625,80,0,20,1,4,G,5,1,1,0,3029.5,3.11,2,86.43469491,31,31,53.13,84.125,644.00335,1160.33,1655.473383,0.234025956
Dipodomys ingens,en,Rodentia,122.805,14.37594333,1.833136747,173.915,80,0,20,1,4,G,2,1,1,0,2004.458333,3.76,2,84.25600966,31.64973086,32.56652,108.6381487,143.2580788,724.8045879,3868.35,750,0.334483495
Dipodomys merriami,lc,Rodentia,37.805,2.92,1.0783,149.27,80,0,20,2,4,G,2,1,1,0,3540.5,2.3,1.63,53.9630392,27.8490625,20.40606,101.9606,97,688.0925,673,1292.6121,0.174967726
Dipodomys microps,lc,Rodentia,55.16,4,1.221345455,156.235,80,0,20,1,4,G,3,1,1,0,1335.291667,2.385,1,176.1263647,31.32172,21.9135,147.92,179.24172,767.0785066,1160.36,1532.051,0.215376942
Dipodomys nelsoni,lc,Rodentia,87.93,12.401232,1.96960573,163.75,80,0,20,2,4,G,2,1,1,0,2703.382842,1.94,1.99691,89.89635964,34.98760787,30.58991264,145.1890345,188.8258121,946.7800023,320,1421.411,0.27834361
Dipodomys nitratoides,vu,Rodentia,37.8,2.94,0.974730488,98.54,80,0,20,1,4,G,2,1,1,0,3540.5,2.3,1.63,53.9630392,29.385,20.85,95.24,84,776.9616015,1596.092247,750,0.174954999
Dipodomys ordii,lc,Rodentia,49.6,4.995,1.486048,156.96,80,0,20,2,4,G,2,1,1,0,3613.5,3.15,2,142.8771388,29.91082,34.19634,78.82924,116.115,1142.08425,404,1524.73,0.203151853
Dipodomys panamintinus,lc,Rodentia,56.58,4.5,1.59544,120.46,80,0,20,1,4,G,3,1,1,0,1974.041667,3.5,1,175.3258013,30.133125,27.89,94.35212,124.485245,788.181785,1795.367586,1522.143,0.218408977
Dipodomys phillipsii,lc,Rodentia,41,4.539149633,1.46418133,147.93,80,0,20,1,4,G,2,1,1,0,2457.666667,2.59,1.83871,78.87662246,29.68004767,26.9655815,101.4726939,133.1459297,779.6799952,1082.970881,1900,0.182951926
Dipodomys phillipsii,Remove,Rodentia,41,4.535044633,1.453960632,147.93,80,0,20,1,4,G,1,1,1,0,2457.666667,2.59,1.873225,77.1286622,29.71114267,26.85478788,101.21669,131.9595758,782.5158521,1089.445092,1900,0.182951926
Dipodomys simulans,lc,Rodentia,57.7,68.575755,1.290394987,155.642285,90,0,10,1,1,G,4,1,1,0,1647.211542,2.811571667,2.098175,81.85297307,33.5406664,30.15369002,117.7694048,144.3265034,690.1502815,1426.506572,1536.66,0.220776357
Dipodomys spectabilis,nt,Rodentia,124.61,7.75,2.109392,170.57,80,0,20,2,4,G,1,1,1,0,4635.5,2.65,2,41.97125255,23.5,24,310.33,333.58,1081.2493,728,1666.312,0.337178565
Dipodomys stephensi,vu,Rodentia,66.495,4.4,1.359765805,158.25,80,0,20,2,4,G,2,1,1,0,760.4166665,2.62,1.75,76.87706703,28.8809469,20.12606,104.0592146,120.2274936,656.4652105,3379.99,1195,0.23869307
Dipodomys venustus,lc,Rodentia,82,5.0854284,1.67309965,163.245,80,0,20,1,4,G,2,1,1,0,1928.444042,2,1.5,112.0566839,30.436,30.02956938,144.5574707,166.6730319,775.5559918,1118.320482,1770,0.267857298
Diprotodon optatum,Remove,Diprotodontia,2700000,27618.80587,653.6938942,3070.576149,100,0,0,1,1,G,3,2,1,0,12585.60028,1.356165,0.855988308,541.7755334,294.084743,314.4875438,1083.907836,1210.193295,4037.991907,55.86510163,2010.505333,29.0574516
Dipus sagitta,Remove,Rodentia,89,13.0207422,1.757490774,157,100,0,0,2,3,Ar,2,1,2,0,304.1666665,3.435,2,101.6733534,27.75056,36.77868485,83.699,111.44956,729.8584486,1375.185377,1370.33705,0.280201444
Distoechurus pennatus,lc,Diprotodontia,52.12,3.36039805,0.97384,118.83,60,0,40,2,3,Ar,2,1,2,0,730,1.155,2,220.5915364,25.28049417,93.39379064,338.5203601,361.4508708,950.1091787,1448.49391,1900,0.208765288
Dobsonia anderseni,lc,Chiroptera,312.4,64.45,4.626476518,214.115,100,0,0,1,1,Ar,3,1,2,0,4492.541665,0.99,1,359.8698631,156.43,173.1,714.83,871.26,2180.798094,772.7319441,1500,NA
Dobsonia beauforti,lc,Chiroptera,165.35,29.2588895,3.160189272,161.28,100,0,0,1,1,Ar,3,1,2,0,4628.620662,0.99,1,359.7581146,151.1808793,121.3433498,673.6333307,826.8098584,2221.877838,1020.827175,1440.112,NA
Dobsonia chapmani,cr,Chiroptera,269.61,42.0992525,4.373841338,202.74,100,0,0,1,1,Ar,2,1,2,0,1061.541667,1.060891442,1.53186,286.1529881,156.7005322,115.3802603,613.1163896,772.0591229,2190,985.8366074,860,NA
Dobsonia crenulata,lc,Chiroptera,229.435,32.6635375,3.676883762,178.14,100,0,0,1,1,Ar,4,1,2,0,3411.064917,1.002673942,1.54342,280.9288809,150.4107961,109.4434761,574.8633182,737.7865271,2001.373851,928.8832185,1000,NA
Dobsonia emersa,vu,Chiroptera,201.06,25.60838417,2.823109295,164.32,100,0,0,1,1,Ar,2,1,2,0,4028.273049,0.993938942,1.557265,276.4906144,144.177794,107.2525495,576.3858527,733.2743822,2031.279765,1458.212118,1027.446,NA
Dobsonia exoleta,lc,Chiroptera,302.03,48.54548333,4.555034416,202.74,100,0,0,1,1,Ar,3,1,2,0,1061.541667,1.062831442,1.52209,289.5739796,155.9684363,120.5027204,598.6104437,761.4602672,2055.291427,836.748134,1439.408,NA
Dobsonia inermis,lc,Chiroptera,152.6,1602.291401,2.7,173.98,100,0,0,1,1,Ar,3,1,2,0,4557.368404,0.99,2,255.9302619,142.5351945,138.7708328,300.0415369,394.755978,1721.569462,1485.030437,1300,NA
Dobsonia minor,lc,Chiroptera,80.1,13.60445,1.669919296,127.72524,100,0,0,1,1,Ar,2,1,2,0,4341.87314,0.995,1.5,277.2411457,138.6977672,96.11259555,583.761451,747.9696322,2116.881676,1608.557601,1120.914,NA
Dobsonia moluccensis,lc,Chiroptera,404.3,64.45,4.43,242,100,0,0,1,1,Ar,4,1,2,0,4492.541665,0.995,1,358.4964841,156.43,173.1,714.83,871.26,2011.279,778.6536867,2700,NA
Dobsonia moluccensis,lc,Chiroptera,417.15,64.45,4.43,242,100,0,0,1,1,Ar,4,1,2,0,4492.541665,0.995,1,357.7094881,156.43,166.2,734.99,891.42,2011.279,777.0878134,2700,NA
Dobsonia pannietensis,nt,Chiroptera,358.35,64.45,4.629591609,214.115,100,0,0,1,1,Ar,2,1,2,0,4492.541665,0.99,1,361.4372695,156.43,173.1,714.83,871.26,2271.201807,788.80201,1800,NA
Dobsonia peronii,lc,Chiroptera,226.51,52.4,4.100762292,194.39377,100,0,0,1,1,Ar,3,1,2,0,4380.986108,0.98,1.03786,358.7198157,159.368787,138.1906247,681.8793593,837.59887,2211.244716,874.9444444,2200,NA
Dobsonia praedatrix,lc,Chiroptera,179.12,32,2.97488,161.13,100,0,0,1,1,Ar,1,1,2,0,4516.250242,1,2,251.4949454,135.3103716,103.3254236,300.9265349,397.9656931,1697.068891,1176.800853,300,NA
Dobsonia viridis,lc,Chiroptera,240.66,34.6384705,3.940106616,180.2383286,100,0,0,1,1,Ar,3,1,2,0,3989.609992,1.002588942,1.56355,278.5948588,153.5464459,103.2496896,534.3467176,689.2257077,1943.757756,896.3218868,1000,NA
Doedicurus clavicaudatus,Remove,Cingulata,1468000,33347.9833,768.2399733,3236.808055,100,0,0,1,1,G,3,2,1,0,12670.89668,1.5982325,0.677037991,638.2519724,368.6628807,311.372914,1270.82146,1540.946609,4340.380561,58.87923097,2265.934667,47.16731412
Dolichotis patagonum,nt,Rodentia,12500,561.94,30.5,706.92,100,0,0,1,1,G,3,3,1,0,5256,1.875,3.5,99.73668727,91,70,158,243.33,1675.8343,140.6862881,1998.617,4.252128421
Dolichotis salinicola,lc,Rodentia,1610.3,197.5,12.06395614,450,100,0,0,1,1,G,1,3,1,0,1639.458333,1.595,2.17287,132.0272746,77.86026,56.75900606,270.0332429,354.7794413,1340.735575,205.6409679,1511.943,1.377541215
Dologale dybowskii,dd,Carnivora,361.92,27.10759375,10.32705332,309.575,0,40,60,3,2,G,2,3,1,0,4697.218154,4,1.893935,206.0296585,60.77230179,49.2351453,375.4364998,319,2343.49,19.69142127,1685.778,3.950331323
Dorcatragus megalotis,vu,Cetartiodactyla,10918.12,998.594846,54.24488685,822.49,100,0,0,1,1,G,2,3,1,0,5110,1,1.505945,222.6822726,192.0920311,78.30258038,296.6112423,380,1825,2.673740152,1800,3.947182349
Dorcopsis atrata,cr,Diprotodontia,2300,16.73235474,17.3012,695.69,100,0,0,1,2,G,1,2,1,0,2920,1.005,1.523836768,203.8862768,30.11581244,362.93,517.3,563.5775409,1819.871927,230.597102,800,1.675931157
Dorcopsis hageni,lc,Diprotodontia,5499.99,11.81741043,23.31,537.62,100,0,0,2,2,G,2,2,1,0,4344.246425,1.005,1.50701,203.8043676,30.75080024,304.99,517.3,564.5090969,1870.744654,205.3080305,400,2.707103811
Dorcopsis luctuosa,vu,Diprotodontia,4254.78,16.13348503,21.3416,663.46,100,0,0,1,2,G,1,2,1,0,5073.5,1.005,1.52,190.8692675,30.5607448,300.95,481.875,498.2974174,1825,214.6136232,400,2.350651654
Dorcopsis muelleri,lc,Diprotodontia,5000,11.08191003,21.1344,671.065,100,0,0,1,2,G,1,2,1,0,5073.5,1,1.52,190.8692675,30.449981,270,481.875,495.1391991,1822.337933,230.9223594,862.158,2.568853679
Dorcopsulus macleayi,lc,Diprotodontia,2988,292.675863,13.986,399.68,100,0,0,1,2,G,1,1,1,0,2883.5,1.2,1.17013384,365,21,547.92,730.5,751.5,2346.263133,210.0881446,800,1.935375288
Dorcopsulus vanheurni,nt,Diprotodontia,1890.36,10.0297407,12.2248,386.89,100,0,0,1,2,G,1,2,1,0,4153.540008,1.18,1.48429,205.9524902,28.26169205,252.2689781,429.0549164,447.5466213,1825,195.230252,2300,1.504545585
Dremomys everetti,lc,Rodentia,129.78,9.680757733,4.162681947,203.5,80,0,20,2,4,S,1,3,2,0,2211.577583,3.111755,1.700883768,134.0307924,42.77623093,50.01946908,329.7615944,370.1209083,1151.6596,215.1557786,1763.342,0.344802288
Dremomys gularis,dd,Rodentia,200.32,10.34661432,4.679813688,222.34,80,0,20,2,4,S,1,3,2,0,2004.458333,2.943035,1.706338768,138.5742433,43.36897574,49.66708976,333.7679186,376.1388942,1143.62161,403.6975342,700,0.437778306
Dremomys lokriah,lc,Rodentia,199.745,10.21418098,4.353428629,213.569895,80,0,20,2,4,S,1,3,2,0,2591.5,3.67,1.737793768,130.2122182,42.58500766,49.4409205,323.9486825,361.4791154,1167.229463,253.4587023,1900,0.437086728
Dremomys pernyi,lc,Rodentia,198.63,13.3054459,4.502348143,220.713527,80,0,20,2,4,S,1,3,2,0,2256.798042,4,1.714805,130.6788736,42.7185027,48.91004474,329.0606777,363.5918243,1132.627156,255.0188307,2600,0.43574311
Dremomys pyrrhomerus,lc,Rodentia,200.32,10.25679098,4.652469015,222.34,80,0,20,2,4,S,1,3,2,0,2004.458333,3.08935,1.704883768,134.6033894,43.00198246,49.88557776,332.3802441,369.5184365,1136.861967,287.2894882,1644.593,0.437778306
Dremomys rufigenis,lc,Rodentia,200.32,10.28649598,5.41,222.34,80,0,20,2,4,S,2,3,2,0,2004.458333,2.997835,1.698548768,136.4834675,43.42680212,49.45628312,335.6782807,373.2523889,1149.206465,306.9871362,1617.567,0.437778306
Dromiciops gliroides,nt,Microbiotheria,27.5,650.0169692,0.83916,113.87,0,0,100,3,1,S,1,1,2,1,1274.458333,3,1.1,364.750171,69.60224368,117.2805983,643.675,646.0505616,1959.447503,49.99,1625.73,1.11734265
Dryomys laniger,dd,Rodentia,25.91,3.8780467,2.558721613,117.5,70,20,10,2,3,Ar,1,1,2,0,2180.764107,4.18,1,240.2292144,30.2,31.32,363.2142319,402.4211228,1079.463834,1505.991092,380,0.142138897
Dryomys niethammeri,vu,Rodentia,33,2.8015997,1.430659187,111.4267233,100,0,0,2,3,Ar,1,1,2,0,1532.666937,3.87226,1.62307,96.00811595,27.87362501,35.22314891,332.0896122,352.1885515,870.3837583,1059.937367,1246.752,0.162363548
Dryomys nitedula,lc,Rodentia,26,1.6,1.29612963,117.5,70,20,10,2,3,Ar,4,1,2,1,1496.5,3.24,1.2,205.2817585,24.65316,30.436,364.1677967,398.8436546,880.9585901,1437.505956,1899.994,0.142410236
Dugong dugon,vu,Sirenia,360000,27500,1930.608609,3305,100,0,0,2,1,M,1,2,2,0,26645,1,0.22,1626.261123,372.52,547.848,3470,3843.26,10246.2396,452.7823773,1299.469,NA
Dusicyon australis,ex,Carnivora,21083,438.0830662,82.12543607,963.57,0,100,0,3,1,G,4,2,1,0,1913.208333,3.686605,1.47855,285.6535811,72.1428396,94.2432338,594.1238432,644.708519,2017.427125,127.4887999,2788.415,28.94944465
Dusicyon avus,ex,Carnivora,13000,244.8734232,66.9316787,915.976115,5,90,5,3,1,G,2,2,1,0,5656.947633,3.578495,1.537335,269.5653012,68.30297151,104.4844738,572.9257411,607.2872107,2022.784924,0.693533062,2914.652,19.45275019
Dyacopterus brooksi,vu,Chiroptera,83.05,12.98257833,1.880092438,140.65,99,1,0,1,1,Ar,1,1,2,0,10950,1.5,1.645828768,274.1641036,138.5370334,88.83566414,526.1434528,661.6652012,1825,1809.103792,1235.221,NA
Dyacopterus spadiceus,en,Chiroptera,85,15.68286483,1.987265411,140.65,99,1,0,1,1,Ar,2,1,2,0,10950,1.5,1.681705,291.5510907,142.5653335,90.94761573,649.3205263,790.8267357,2400.894578,1894.431179,1121.87795,NA
Dymecodon pilirostris,lc,Eulipotyphla,15.46,2.68193295,0.95079363,65.87,0,0,100,3,1,G,3,2,1,0,1329.623217,3,1,267.969341,40,32.51018175,330.9805744,375.2232456,728.2227172,4999.99,1845.856769,0.842608831
Echimys chrysurus,lc,Rodentia,624.995,71.16545,5.20072,323.055,100,0,0,2,2,Ar,1,1,2,0,547.5,1.97,1.76318,158.7183377,91.39814078,54.2856875,330.5454604,415.7211515,1359.148879,6.2,1305.577333,0.818536337
Echimys saturnus,dd,Rodentia,626.89,64.63158625,7.128369716,321.0227075,100,0,0,2,2,Ar,1,1,2,0,3864.497725,1.5737475,1.731935,160.8575382,98.22528618,63.35706762,382.9043312,499.2984508,1786.315702,321.4298773,1055.556,0.81990041
Echimys vieirai,dd,Rodentia,509.8,43.6998025,5.106465804,279.080265,90,0,10,2,2,S,1,1,2,0,1306.050908,1.432055,1.734468768,144.5746356,85.95858579,46.37751764,329.6501968,410.6698086,1227.680996,370.9397767,743.892,0.731771974
Echinops telfairi,lc,Afrosoricida,166.125,7.67,0.62,170,40,0,60,3,2,G,4,1,2,1,6935,5.49,1,319.128568,57.8284,29,278.42,337.19,1967.0915,1695.614268,1300,2.697282928
Echinosorex gymnura,lc,Eulipotyphla,756.53,14.37,5.698,393.85,0,50,50,2,3,G,2,1,1,0,2555,1.85,2,180.9389515,37.8925,48.82975028,326.2286859,354.4926606,1073.894639,500.4331071,1000,0.909201723
Echiothrix centrosa,nt,Rodentia,265,18.99783982,3.595434842,250,15,0,85,3,1,G,1,1,1,0,1288.538208,2.084829167,2.028425,108.282902,37.64475342,38.72634752,175.4616856,213.9408587,795.8027334,1091.183232,985,3.390812964
Echiothrix leucura,en,Rodentia,265,18.98407482,3.609319653,250,10,0,90,3,1,G,1,1,1,0,1281.484583,2.099525,2.032475,108.740419,37.30777084,38.7910804,176.1931036,214.609879,795.7235255,1078.551393,1100,3.390812964
Echymipera clara,lc,Peramelemorphia,1204.61,5.7841465,4.64128,340.92,40,0,60,1,2,G,1,1,1,0,1573.571271,2.2,1.93,119.9178643,15.72149468,74.93644838,241.6482928,263.7903828,761.62011,192.6030787,1700,1.174279341
Echymipera davidi,en,Peramelemorphia,817.05,5.8867865,5.08274514,375.82,40,0,60,2,2,G,1,1,1,0,1563.898771,2.405015,1.78061,178.1979683,16.43803576,82.10233636,325.0601259,347.7724679,835.3926037,292.1475167,100,1.31958108
Echymipera echinista,dd,Peramelemorphia,1204.61,41.20255792,6.604094902,348.94,40,0,60,3,2,G,2,1,1,0,2504.587721,2.339073333,1.86897,180.5349565,18.18841896,88.71496293,328.2832024,355.5342204,1027.95322,134.5223348,1000,7.120789113
Echymipera kalubu,lc,Peramelemorphia,737.58,3.89314175,3.80212,270.27,40,0,60,2,2,G,3,1,1,0,985.5,2.085,1.93,119.9178643,13.015,72.2589646,239.2236894,260.9243542,708.755718,196.28057,2000,0.896604446
Echymipera rufescens,lc,Peramelemorphia,1150.74,13.7814523,3.86428,476.27,40,0,60,2,2,G,3,1,1,0,1131.5,2.2,1.5,210.6042847,17.66904828,87.10667624,347.313885,373.1514642,900.2413638,207.1002396,2100,1.145099778
Ectophylla alba,nt,Chiroptera,5.55,3.2732986,0.437558366,47,100,0,0,1,1,Ar,1,1,2,0,6244.492856,0.995,2,245.2896785,119.3169758,24.98,356.3903118,476.6377712,2190,2679.597302,1765.358333,NA
Eidolon dupreanum,vu,Chiroptera,297.58,49.99,4.920184353,202.5,100,0,0,1,1,Ar,2,2,2,0,7968.8625,1.08,1,364.750171,164.36,62.915,634.8959472,780.1399924,2190,867.0582196,1190,NA
Eidolon helvum,nt,Chiroptera,280.43,49.14,4.4325,198.79,100,0,0,1,1,Ar,3,2,2,0,7968.8625,1.04,1,364.750171,219.68,62.915,540.6268369,700.305016,1825,887.3338322,2000,NA
Eira barbara,lc,Carnivora,4134.99,83,38.02030476,646.32,21,69,10,2,1,G,2,2,2,0,8139.5,2,1.647508768,228.6477766,66.65484,82.48156,700,832.52,2686.602133,0.425,2586.253,2.314018466
Elaphodus cephalophus,nt,Cetartiodactyla,33500,2082.984727,84.3304,1600,100,0,0,1,1,G,2,2,1,0,8285.5,1,1.015775,355.8090102,181.24,128.1108467,631.37,730,2555,6.143202972,4450,7.31274634
Elaphurus davidianus,ew,Cetartiodactyla,165989.17,11206.25,332.9704,2160,100,0,0,1,1,G,2,2,1,0,10037.5,1.11,1,359.5037647,286.4534375,167,821.386,1186,3530.65,3.321614875,2407.845,17.63395506
Elasmotherium sibiricum,Remove,Perissodactyla,4100000,63226.24344,1813.303715,4639.13156,100,0,0,1,2,G,3,2,1,0,18408.76679,1.004235,0.374517894,930.342348,463.9778533,450.0400928,2071.849434,2231.4848,6430.063404,3.57670318,2331.902,64.03039911
Elephantulus brachyrhynchus,lc,Macroscelidea,45.11,27.45163083,2.279112912,147.81,0,0,100,2,1,G,2,3,1,0,1517.791667,1.645,3.975,74.94866529,59.67711866,28.15718984,112.2436264,165.4170101,795.4177138,30,1616.193,0.192821706
Elephantulus edwardii,lc,Macroscelidea,49.85,11.9,1.320997223,149.43,0,0,100,2,1,G,2,3,1,0,2065.291667,1.8,2.825555,86.49678414,57.10363248,27.28,221.1269351,248.1167186,893.5536785,1400,1484.325,0.203714389
Elephantulus fuscipes,dd,Macroscelidea,57,12.45746833,1.33,145,0,0,100,2,1,G,1,3,1,0,2184.360702,0.96,2.383235,132.8536527,66.36749773,49.12077711,297.4176244,335.851254,1054.426919,911.7089312,1409.544,0.219299194
Elephantulus fuscus,dd,Macroscelidea,52.56,30.21401433,9.7781993,180,0,0,100,2,1,G,2,3,1,0,2437.701471,1.195,2.469405,132.6739907,68.45480149,49.71123032,293.0741899,331.8300089,1071.390084,858.3966794,1384.22555,0.209732779
Elephantulus intufi,lc,Macroscelidea,48.9,10,1.14,148.805,0,0,100,2,1,G,3,3,1,0,3394.5,1.6,2.59,66.9541411,51.7412,38,334.796,302.69,1202.7224,879.8752928,1296.451,0.201569927
Elephantulus myurus,lc,Macroscelidea,61.985,8.1,1.37,128.25,0,0,100,2,1,G,3,3,1,0,1517.791667,1.84,3,48.96646149,55.3924,26.628,54.30268,90.48,210.0586,4342.206053,1653.704333,0.229648439
Elephantulus pilicaudus,dd,Macroscelidea,45,21.9004295,9.175159073,172.796337,11,0,89,2,1,G,2,3,1,0,2324.040471,1.622908333,2.46068,127.4876012,64.09780494,45.82159623,295.7519031,327.3746743,1026.498738,1036.172915,1356.70055,0.192562958
Elephantulus revoilii,dd,Macroscelidea,32.49,119.0004173,1.873151154,180,0,0,100,2,1,G,2,3,1,0,2347.256904,1.5399025,2.51085,118.7968566,63.41372632,43.08187266,266.6254207,301.0000648,1021.205753,1020.328947,1345.386,0.160978622
